"","cardId","name","cardSet","type","rarity","text","locale","playerClass","name.1","faction","health","collectible","img","imgGold","attack","race","cost","flavor","artist","howToGet","howToGetGold","inPlayText","durability","mechanics.name","mechanics.name.1","elite","mechanics.name.2","mechanics.name.3"
"140","CS2_061","Drain Life","Basic","Spell","Free","Deal $2 damage. Restore #2 Health to your hero.","enUS","Warlock",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_061.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_061_premium.gif",NA,NA,3,"""I've just sucked one year of your life away.""","Alex Horley Orlandelli","Unlocked at Level 1.","Unlocked at Level 45.",NA,NA,NA,NA,NA,NA,NA
"141","EX1_129","Fan of Knives","Basic","Spell","Free","Deal $1 damage to all enemy minions. Draw a card.","enUS","Rogue",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_129.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_129_premium.gif",NA,NA,3,"I wouldn't say I LOVE knives, but I'm definitely a fan.","Andrew Robinson","Unlocked at Level 4.","Unlocked at Level 28.",NA,NA,NA,NA,NA,NA,NA
"142","CS2_026","Frost Nova","Basic","Spell","Free","<b>Freeze</b> all enemy minions.","enUS","Mage","Freeze","Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_026.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_026_premium.gif",NA,NA,3,"Hey man, that's cold.  Literally and metaphorically.","Josh Tallman","Unlocked at Level 6.","Unlocked at Level 23.",NA,NA,NA,NA,NA,NA,NA
"143","CS2_007","Healing Touch","Basic","Spell","Free","Restore #8 Health.","enUS","Druid",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_007.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_007_premium.gif",NA,NA,3,"8 Health, no waiting.","Cyril Van Der Haegen","Unlocked at Level 1.","Unlocked at Level 15.",NA,NA,NA,NA,NA,NA,NA
"144","EX1_246","Hex","Basic","Spell","Free","Transform a minion into a 0/1 Frog with <b>Taunt</b>.","enUS","Shaman",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_246.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_246_premium.gif",NA,NA,3,"If you Hex a Murloc... it really isn't much of a change, is it?","Steve Hui","Unlocked at Level 1.","Unlocked at Level 47.",NA,NA,NA,NA,NA,NA,NA
"145","NEW1_034","Huffer","Basic","Minion","Free","<b>Charge</b>","enUS","Hunter","Charge",NA,2,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/NEW1_034.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NEW1_034_premium.gif",4,"Beast",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","CS2_141","Ironforge Rifleman","Basic","Minion","Free","<b>Battlecry:</b> Deal 1 damage.","enUS",NA,"Battlecry","Alliance",2,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_141.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_141_premium.gif",2,NA,3,"""Ready! Aim! Drink!""","Tooth",NA,"Unlocked at Mage Level 55.",NA,NA,NA,NA,NA,NA,NA
"147","CS2_125","Ironfur Grizzly","Basic","Minion","Free","<b>Taunt</b>","enUS",NA,"Taunt","Neutral",3,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_125.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_125_premium.gif",3,"Beast",3,"""Bear Carcass 1/10""","Lars Grant-West",NA,"Unlocked at Hunter Level 59.",NA,NA,NA,NA,NA,NA,NA
"148","EX1_539","Kill Command","Basic","Spell","Free","Deal $3 damage. If you have a Beast, deal $5 damage instead.","enUS","Hunter",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_539.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_539_premium.gif",NA,NA,3,"""Kill!"", he commanded.","Gabe from Penny Arcade","Unlocked at Level 10.","Unlocked at Level 49.",NA,NA,NA,NA,NA,NA,NA
"149","NEW1_033","Leokk","Basic","Minion","Free","Your other minions have +1 Attack.","enUS","Hunter",NA,NA,4,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/NEW1_033.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NEW1_033_premium.gif",2,"Beast",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","CS2_118","Magma Rager","Basic","Minion","Free",NA,"enUS",NA,NA,NA,1,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_118.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_118_premium.gif",5,NA,3,"He likes to think he is powerful, but pretty much anyone can solo Molten Core now.","Matt Gaser",NA,"Unlocked at Shaman Level 51.",NA,NA,NA,NA,NA,NA,NA
"151","NEW1_032","Misha","Basic","Minion","Free","<b>Taunt</b>","enUS","Hunter","Taunt",NA,4,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/NEW1_032.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NEW1_032_premium.gif",4,"Beast",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","CS2_122","Raid Leader","Basic","Minion","Free","Your other minions have +1 Attack.","enUS",NA,"Aura",NA,2,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_122.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_122_premium.gif",2,NA,3,"""That's a 50 DKP minus!""","Phill Gonzales",NA,"Unlocked at Warrior Level 57.","Lead",NA,NA,NA,NA,NA,NA
"153","CS2_196","Razorfen Hunter","Basic","Minion","Free","<b>Battlecry:</b> Summon a 1/1 Boar.","enUS",NA,"Battlecry","Horde",3,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_196.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_196_premium.gif",2,NA,3,"Someone did mess with Tuskerr once.  ONCE.","Clint Langley",NA,"Unlocked at Hunter Level 55.",NA,NA,NA,NA,NA,NA,NA
"154","CS2_011","Savage Roar","Basic","Spell","Free","Give your characters +2 Attack this turn.","enUS","Druid",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_011.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_011_premium.gif",NA,NA,3,"What do they roar? Nobody can quite tell, but it sounds like ""Elephant Macho Breeze"".  It's probably not that, though.","Grace Liu","Unlocked at Level 4.","Unlocked at Level 43.",NA,NA,NA,NA,NA,NA,NA
"155","CS2_057","Shadow Bolt","Basic","Spell","Free","Deal $4 damage to a minion.","enUS","Warlock",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_057.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_057_premium.gif",NA,NA,3,"It’s a Bolt.   It's made out of Shadow.   What more do you need to know!","Dave Allsop","Unlocked at Level 1.","Unlocked at Level 47.",NA,NA,NA,NA,NA,NA,NA
"156","EX1_622","Shadow Word: Death","Basic","Spell","Free","Destroy a minion with an Attack of 5 or more.","enUS","Priest",NA,NA,NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_622.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_622_premium.gif",NA,NA,3,"If you miss, it leaves a lightning-bolt-shaped scar on your target.","Raymond Swanland","Unlocked at Level 8.","Unlocked at Level 43.",NA,NA,NA,NA,NA,NA,NA
"157","EX1_019","Shattered Sun Cleric","Basic","Minion","Free","<b>Battlecry:</b> Give a friendly minion +1/+1.","enUS",NA,"Battlecry","Neutral",2,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_019.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_019_premium.gif",3,NA,3,"They always have a spare flask of Sunwell Energy Drink™!","Doug Alexander",NA,"Unlocked at Priest Level 53.",NA,NA,NA,NA,NA,NA,NA
"158","EX1_606","Shield Block","Basic","Spell","Free","Gain 5 Armor.
Draw a card.","enUS","Warrior",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_606.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_606_premium.gif",NA,NA,3,"Shields were invented because Face Block is USELESS.","Michael Komarck","Unlocked at Level 8.","Unlocked at Level 28.",NA,NA,NA,NA,NA,NA,NA
"159","CS2_127","Silverback Patriarch","Basic","Minion","Free","<b>Taunt</b>","enUS",NA,"Taunt","Horde",4,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_127.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_127_premium.gif",1,"Beast",3,"He likes to act like he's in charge, but the silverback matriarch actually runs things.","Daren Bader",NA,"Unlocked at Warrior Level 53.",NA,NA,NA,NA,NA,NA,NA
"160","EX1_084","Warsong Commander","Basic","Minion","Free","Your <b>Charge</b> minions have +1 Attack.","enUS","Warrior","Aura","Neutral",3,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_084.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_084_premium.gif",2,NA,3,"The Warsong clan is <i>such drama</i>. It's really not worth it to become a commander.","Wei Wang","Unlocked at Level 1.","Unlocked at Level 36.",NA,NA,NA,NA,NA,NA,NA
"161","CS2_124","Wolfrider","Basic","Minion","Free","<b>Charge</b>","enUS",NA,"Charge","Horde",1,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_124.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_124_premium.gif",3,NA,3,"Orcish raiders ride wolves because they are well adapted to harsh environments, and because they are soft and cuddly.","Dany Orizio",NA,"Unlocked at Warrior Level 59.",NA,NA,NA,NA,NA,NA,NA
"162","CS2_092","Blessing of Kings","Basic","Spell","Free","Give a minion +4/+4. <i>(+4 Attack/+4 Health)</i>","enUS","Paladin",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_092.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_092_premium.gif",NA,NA,4,"Given the number of kings who have been assassinated, are you sure you want their blessing?","Lucas Graciano","Unlocked at Level 10.","Unlocked at Level 49.",NA,NA,NA,NA,NA,NA,NA
"163","CS2_182","Chillwind Yeti","Basic","Minion","Free",NA,"enUS",NA,NA,"Neutral",5,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_182.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_182_premium.gif",4,NA,4,"He always dreamed of coming down from the mountains and opening a noodle shop, but he never got the nerve.","Mauro Cascioli",NA,"Unlocked at Warrior Level 55.",NA,NA,NA,NA,NA,NA,NA
"164","CS2_093","Consecration","Basic","Spell","Free","Deal $2 damage to all enemies.","enUS","Paladin",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_093.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_093_premium.gif",NA,NA,4,"Consecrated ground glows with Holy energy.  But it smells a little, too.","Vance Kovacs","Unlocked at Level 4.","Unlocked at Level 43.",NA,NA,NA,NA,NA,NA,NA
"165","EX1_025","Dragonling Mechanic","Basic","Minion","Free","<b>Battlecry:</b> Summon a 2/1 Mechanical Dragonling.","enUS",NA,"Battlecry","Alliance",4,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_025.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_025_premium.gif",2,NA,4,"She is still working on installing the rocket launcher add-on for Mr. Bitey.","Warren Mahy",NA,"Unlocked at Mage Level 53.",NA,NA,NA,NA,NA,NA,NA
"166","CS2_029","Fireball","Basic","Spell","Free","Deal $6 damage.","enUS","Mage",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_029.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_029_premium.gif",NA,NA,4,"This spell is useful for burning things.  If you're looking for spells that toast things, or just warm them a little, you're in the wrong place.","Ralph Horsley","Unlocked at Level 1.","Unlocked at Level 44.",NA,NA,NA,NA,NA,NA,NA
"167","CS2_147","Gnomish Inventor","Basic","Minion","Free","<b>Battlecry:</b> Draw a card.","enUS",NA,"Battlecry","Alliance",4,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_147.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_147_premium.gif",2,NA,4,"She's never quite sure what she's making, she just knows it's AWESOME!","Court Jones",NA,"Unlocked at Priest Level 57.",NA,NA,NA,NA,NA,NA,NA
"168","CS2_094","Hammer of Wrath","Basic","Spell","Free","Deal $3 damage.
Draw a card.","enUS","Paladin",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_094.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_094_premium.gif",NA,NA,4,"A good paladin has many tools.  Hammer of Wrath, Pliers of Vengeance, Hacksaw of Justice, etc.","Efrem Palacios","Unlocked at Level 1.","Unlocked at Level 32.",NA,NA,NA,NA,NA,NA,NA
"169","CS2_062","Hellfire","Basic","Spell","Free","Deal $3 damage to ALL characters.","enUS","Warlock",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_062.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_062_premium.gif",NA,NA,4,"It's spells like these that make it hard for Warlocks to get decent help.","Chippy","Unlocked at Level 1.","Unlocked at Level 49.",NA,NA,NA,NA,NA,NA,NA
"170","DS1_070","Houndmaster","Basic","Minion","Free","<b>Battlecry:</b> Give a friendly Beast +2/+2 and <b>Taunt</b>.","enUS","Hunter","Battlecry","Neutral",3,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/DS1_070.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/DS1_070_premium.gif",4,NA,4,"""Who let the dogs out?"" he asks.  It's rhetorical.","Dan Brereton","Unlocked at Level 1.","Unlocked at Level 28.","Beastmaster",NA,NA,NA,NA,NA,NA
"171","NEW1_011","Kor'kron Elite","Basic","Minion","Free","<b>Charge</b>","enUS","Warrior","Charge",NA,3,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/NEW1_011.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NEW1_011_premium.gif",4,NA,4,"The Kor'kron are the elite forces of Garrosh Hellscream. Let's just say you don't want to run into these guys while wearing a blue tabard.","Alex Horley Orlandelli","Unlocked at Level 4.","Unlocked at Level 44.",NA,NA,NA,NA,NA,NA,NA
"172","DS1_183","Multi-Shot","Basic","Spell","Free","Deal $3 damage to two random enemy minions.","enUS","Hunter",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/DS1_183.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/DS1_183_premium.gif",NA,NA,4,"You see, it's all about <i>throughput</i>.","Benjamin Zhang","Unlocked at Level 1.","Unlocked at Level 36.",NA,NA,NA,NA,NA,NA,NA
"173","CS2_119","Oasis Snapjaw","Basic","Minion","Free",NA,"enUS",NA,NA,NA,7,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_119.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_119_premium.gif",2,"Beast",4,"His dreams of flying and breathing fire like his idol will never be realized.","Ittoku",NA,"Unlocked at Druid Level 51.",NA,NA,NA,NA,NA,NA,NA
"174","CS2_197","Ogre Magi","Basic","Minion","Free","<b>Spell Damage +1</b>","enUS",NA,"Spell Damage","Neutral",4,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_197.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_197_premium.gif",4,NA,4,"Training Ogres in the art of spellcasting is a questionable decision.","James Ryman",NA,"Unlocked at Warlock Level 55.",NA,NA,NA,NA,NA,NA,NA
"175","CS2_022","Polymorph","Basic","Spell","Free","Transform a minion into a 1/1 Sheep.","enUS","Mage",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_022.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_022_premium.gif",NA,NA,4,"There was going to be a pun in this flavor text, but it just came out baa-d.","Vance Kovacs","Unlocked at Level 1.","Unlocked at Level 47.",NA,NA,NA,NA,NA,NA,NA
"176","CS2_179","Sen'jin Shieldmasta","Basic","Minion","Free","<b>Taunt</b>","enUS",NA,"Taunt","Horde",5,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_179.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_179_premium.gif",3,NA,4,"Sen'jin Villiage is nice, if you like trolls and dust.","Brian Despain",NA,"Unlocked at Rogue Level 59.",NA,NA,NA,NA,NA,NA,NA
"177","CS2_131","Stormwind Knight","Basic","Minion","Free","<b>Charge</b>","enUS",NA,"Charge","Alliance",5,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_131.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_131_premium.gif",2,NA,4,"They're still embarassed about ""The Deathwing Incident"".","Ladronn",NA,"Unlocked at Paladin Level 55.",NA,NA,NA,NA,NA,NA,NA
"178","CS2_012","Swipe","Basic","Spell","Free","Deal $4 damage to an enemy and $1 damage to all other enemies.","enUS","Druid",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_012.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_012_premium.gif",NA,NA,4,"When a bear rears back and extends his arms, he's about to Swipe!  ... or hug.","Sean O’Daniels","Unlocked at Level 8.","Unlocked at Level 47.",NA,NA,NA,NA,NA,NA,NA
"179","CS2_097","Truesilver Champion","Basic","Weapon","Free","Whenever your hero attacks, restore 2 Health to it.","enUS","Paladin",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_097.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_097_premium.gif",4,NA,4,"It Slices, it Dices. You can cut a tin can with it. (But you wouldn't want to.)","Ryan Sook","Unlocked at Level 2.","Unlocked at Level 40.",NA,2,NA,NA,NA,NA,NA
"180","CS2_033","Water Elemental","Basic","Minion","Free","<b>Freeze</b> any character damaged by this minion.","enUS","Mage","Freeze","Neutral",6,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_033.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_033_premium.gif",3,NA,4,"Don't summon a water elemental at a party.  It'll dampen the mood.","John Avon","Unlocked at Level 8.","Unlocked at Level 49.","Frostbolt",NA,NA,NA,NA,NA,NA
"181","EX1_587","Windspeaker","Basic","Minion","Free","<b>Battlecry:</b> Give a friendly minion <b>Windfury</b>.","enUS","Shaman","Battlecry","Neutral",3,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_587.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_587_premium.gif",3,NA,4,"Is there anything worse than a Windspeaker with halitosis?","Vance Kovacs","Unlocked at Level 8.","Unlocked at Level 45.",NA,NA,NA,NA,NA,NA,NA
"182","CS2_112","Arcanite Reaper","Basic","Weapon","Free",NA,"enUS","Warrior",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_112.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_112_premium.gif",5,NA,5,"No… actually you should fear the Reaper.","Stefan Kopinski","Unlocked at Level 10.","Unlocked at Level 51.",NA,2,NA,NA,NA,NA,NA
"183","CS2_080","Assassin's Blade","Basic","Weapon","Free",NA,"enUS","Rogue",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_080.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_080_premium.gif",3,NA,5,"Guaranteed to have been owned by a real assassin.   Certificate of authenticity included.","Brian Huang","Unlocked at Level 2.","Unlocked at Level 32.",NA,4,NA,NA,NA,NA,NA
"184","CS2_076","Assassinate","Basic","Spell","Free","Destroy an enemy minion.","enUS","Rogue",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_076.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_076_premium.gif",NA,NA,5,"If you don't want to be assassinated, move to the Barrens and change your name. Good luck!","Glenn Rane","Unlocked at Level 1.","Unlocked at Level 47.",NA,NA,NA,NA,NA,NA,NA
"185","CS2_046","Bloodlust","Basic","Spell","Free","Give your minions +3 Attack this turn.","enUS","Shaman",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_046.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_046_premium.gif",NA,NA,5,"blaarghghLLGHRHARAAHAHHH!!","Luca Zontini","Unlocked at Level 2.","Unlocked at Level 40.",NA,NA,NA,NA,NA,NA,NA
"186","CS2_187","Booty Bay Bodyguard","Basic","Minion","Free","<b>Taunt</b>","enUS",NA,"Taunt","Horde",4,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_187.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_187_premium.gif",5,NA,5,"You can hire him... until someone offers him enough gold to turn on you.","Matt Cavotta",NA,"Unlocked at Shaman Level 55.",NA,NA,NA,NA,NA,NA,NA
"187","DS1_055","Darkscale Healer","Basic","Minion","Free","<b>Battlecry:</b> Restore 2 Health to all friendly characters.","enUS",NA,"Battlecry","Neutral",5,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/DS1_055.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/DS1_055_premium.gif",4,NA,5,"Healing is just something she does in her free time.  It's more of a hobby really.","Jesper Ejsing",NA,"Unlocked at Priest Level 55.",NA,NA,NA,NA,NA,NA,NA
"188","CS2_226","Frostwolf Warlord","Basic","Minion","Free","<b>Battlecry:</b> Gain +1/+1 for each other friendly minion on the battlefield.","enUS",NA,"Battlecry","Horde",4,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_226.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_226_premium.gif",4,NA,5,"The Frostwolves are locked in combat with the Stormpike Expedition over control of Alterac Valley.  Every attempt at peace-talks has ended with Captain Galvangar killing the mediator.","James Ryman",NA,"Unlocked at Shaman Level 53.","Warlord",NA,NA,NA,NA,NA,NA
"189","EX1_399","Gurubashi Berserker","Basic","Minion","Free","Whenever this minion takes damage, gain +3 Attack.","enUS",NA,NA,"Neutral",7,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_399.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_399_premium.gif",2,NA,5,"No Pain, No Gain.","Alex Horley Orlandelli",NA,"Unlocked at Warlock Level 57.",NA,NA,NA,NA,NA,NA,NA
"190","CS1_112","Holy Nova","Basic","Spell","Free","Deal $2 damage to all enemies. Restore #2 Health to all friendly characters.","enUS","Priest",NA,"Neutral",NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS1_112.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS1_112_premium.gif",NA,NA,5,"If the Holy Light forsakes you, good luck casting this spell.  Also, you're probably a jerk.","Luca Zontini","Unlocked at Level 6.","Unlocked at Level 45.",NA,NA,NA,NA,NA,NA,NA
"191","EX1_593","Nightblade","Basic","Minion","Free","<b>Battlecry: </b>Deal 3 damage to the enemy hero.","enUS",NA,"Battlecry","Neutral",4,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_593.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_593_premium.gif",4,NA,5,"Your face is the place you'd probably least like a dagger, and where rogues are most likely to deliver them.","Raymond Swanland",NA,"Unlocked at Druid Level 53.",NA,NA,NA,NA,NA,NA,NA
"192","CS2_237","Starving Buzzard","Basic","Minion","Free","Whenever you summon a Beast, draw a card.","enUS","Hunter",NA,NA,2,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_237.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_237_premium.gif",3,"Beast",5,"If you feed him, he loses his whole <i>identity</i>.","Bernie Kang","Unlocked at Level 4.","Unlocked at Level 47.","Soaring",NA,NA,NA,NA,NA,NA
"193","CS2_150","Stormpike Commando","Basic","Minion","Free","<b>Battlecry:</b> Deal 2 damage.","enUS",NA,"Battlecry","Alliance",2,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_150.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_150_premium.gif",4,NA,5,"The Stormpike Commandos are demolition experts.  They also bake a mean cupcake.","Kev Walker",NA,"Unlocked at Paladin Level 51.",NA,NA,NA,NA,NA,NA,NA
"194","DS1_178","Tundra Rhino","Basic","Minion","Free","Your Beasts have <b>Charge</b>.","enUS","Hunter",NA,"Neutral",5,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/DS1_178.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/DS1_178_premium.gif",2,"Beast",5,"Tundra rhinos are often mistaken for kodos.  Or am I mistaken?","Lars Grant-West","Unlocked at Level 8.","Unlocked at Level 43.",NA,NA,NA,NA,NA,NA,NA
"195","CS2_155","Archmage","Basic","Minion","Free","<b>Spell Damage +1</b>","enUS",NA,"Spell Damage","Alliance",7,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_155.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_155_premium.gif",4,NA,6,"You earn the title of Archmage when you can destroy anyone who calls you on it.","Steve Ellis",NA,"Unlocked at Mage Level 57.",NA,NA,NA,NA,NA,NA,NA
"196","CS2_200","Boulderfist Ogre","Basic","Minion","Free",NA,"enUS",NA,NA,NA,7,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_200.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_200_premium.gif",6,NA,6,"""ME HAVE GOOD STATS FOR THE COST""","Brian Despain",NA,"Unlocked at Warlock Level 51.",NA,NA,NA,NA,NA,NA,NA
"197","CS2_064","Dread Infernal","Basic","Minion","Free","<b>Battlecry:</b> Deal 1 damage to ALL other characters.","enUS","Warlock","Battlecry","Neutral",6,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_064.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_064_premium.gif",6,"Demon",6,"""INFERNOOOOOOOOOO!"" - Jaraxxus, Eredar Lord of the Burning Legion","Zoltan & Gabor","Unlocked at Level 10.","Unlocked at Level 23.",NA,NA,NA,NA,NA,NA,NA
"198","CS2_042","Fire Elemental","Basic","Minion","Free","<b>Battlecry:</b> Deal 3 damage.","enUS","Shaman","Battlecry","Neutral",5,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_042.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_042_premium.gif",6,NA,6,"He can never take a bath. Ewww.","Ralph Horsley","Unlocked at Level 10.","Unlocked at Level 49.",NA,NA,NA,NA,NA,NA,NA
